prefix,datadog_id,type,description
cockroachdb,distsender.rpc.writebatch.sent.count,count,"Number of WriteBatch requests processed.This counts the requests in batches handed to DistSender, not the RPCssent to individual Ranges as a result."
cockroachdb,exec.error,count,"[OpenMetrics v1] Number of batch KV requests that failed to execute on this node. These are warnings denoting cleanup rather than errors, and can be disregarded as part of operation.
Shown as request"
cockroachdb,exec.error.count,count,"[OpenMetrics v2] Number of batch KV requests that failed to execute on this node. These are warnings denoting cleanup rather than errors, and can be disregarded as part of operation.
Shown as request"
cockroachdb,exec.latency,gauge,"[OpenMetrics v1] Latency in nanoseconds of batch KV requests executed on this node
Shown as nanosecond"
cockroachdb,exec.latency.bucket,count,"[OpenMetrics v2] Latency in nanoseconds of batch KV requests executed on this node
Shown as nanosecond"
cockroachdb,exec.latency.count,count,"[OpenMetrics v2] Latency in nanoseconds of batch KV requests executed on this node
Shown as nanosecond"
cockroachdb,exec.latency.sum,count,"[OpenMetrics v2] Latency in nanoseconds of batch KV requests executed on this node
Shown as nanosecond"
cockroachdb,exec.success,count,"[OpenMetrics v1] Number of batch KV requests executed successfully on this node
Shown as request"
cockroachdb,exec.success.count,count,"[OpenMetrics v2] Number of batch KV requests executed successfully on this node
Shown as request"
cockroachdb,exportrequest.delay.count,count,Number of Export requests delayed due to concurrent requests.
cockroachdb,follower_reads.success_count.count,count,Number of successful follower reads
cockroachdb,gcbytesage,gauge,"[OpenMetrics v1 & v2] Cumulative age of non-live data in seconds
Shown as second"
cockroachdb,gossip.bytes.received,count,"[OpenMetrics v1] Number of received gossip bytes
Shown as byte"
cockroachdb,gossip.bytes.received.count,count,"[OpenMetrics v2] Number of received gossip bytes
Shown as byte"
cockroachdb,gossip.bytes.sent,count,"[OpenMetrics v1] Number of sent gossip bytes
Shown as byte"
cockroachdb,gossip.bytes.sent.count,count,"[OpenMetrics v2] Number of sent gossip bytes
Shown as byte"
cockroachdb,gossip.connections.incoming,gauge,"[OpenMetrics v1 & v2] Number of active incoming gossip connections
Shown as connection"
cockroachdb,gossip.connections.outgoing,gauge,"[OpenMetrics v1 & v2] Number of active outgoing gossip connections
Shown as connection"
cockroachdb,gossip.connections.refused,count,"[OpenMetrics v1] Number of refused incoming gossip connections
Shown as connection"
cockroachdb,gossip.connections.refused.count,count,"[OpenMetrics v2] Number of refused incoming gossip connections
Shown as connection"
cockroachdb,gossip.infos.received,count,[OpenMetrics v1] Number of received gossip Info objects
cockroachdb,gossip.infos.received.count,count,[OpenMetrics v2] Number of received gossip Info objects
cockroachdb,gossip.infos.sent,count,[OpenMetrics v1] Number of sent gossip Info objects
cockroachdb,gossip.infos.sent.count,count,[OpenMetrics v2] Number of sent gossip Info objects
cockroachdb,intentage,gauge,"[OpenMetrics v1 & v2] Cumulative age of intents in seconds
Shown as second"
cockroachdb,intentbytes,gauge,"[OpenMetrics v1 & v2] Number of bytes in intent KV pairs
Shown as byte"
cockroachdb,intentcount,gauge,"[OpenMetrics v1 & v2] Count of intent keys
Shown as key"
cockroachdb,intentresolver.async.throttled,count,Number of intent resolution attempts not run asynchronously due to throttling
cockroachdb,intentresolver.async.throttled.count,count,Number of intent resolution attempts not run asynchronously due to throttling
cockroachdb,intentresolver.finalized_txns.failed,count,Number of finalized transaction cleanup failures. Transaction cleanup refers to the process of resolving all of a transactions intents and then garbage collecting its transaction record.
cockroachdb,intentresolver.finalized_txns.failed.count,count,Number of finalized transaction cleanup failures. Transaction cleanup refers to the process of resolving all of a transactions intents and then garbage collecting its transaction record.
cockroachdb,intentresolver.intents.failed,count,"Number of intent resolution failures. The unit of measurement is a single intent, so if a batch of intent resolution requests fails, the metric will be incremented for each request in the batch."
cockroachdb,intentresolver.intents.failed.count,count,"Number of intent resolution failures. The unit of measurement is a single intent, so if a batch of intent resolution requests fails, the metric will be incremented for each request in the batch."
cockroachdb,intents.abort_attempts,count,Count of (point or range) non-poisoning intent abort evaluation attempts
cockroachdb,intents.abort_attempts.count,count,Count of (point or range) non-poisoning intent abort evaluation attempts
cockroachdb,intents.poison_attempts,count,Count of (point or range) poisoning intent abort evaluation attempts
cockroachdb,intents.poison_attempts.count,count,Count of (point or range) poisoning intent abort evaluation attempts
cockroachdb,intents.resolve_attempts,count,Count of (point or range) intent commit evaluation attempts
cockroachdb,intents.resolve_attempts.count,count,Count of (point or range) intent commit evaluation attempts
cockroachdb,jobs.adopt_iterations.count,count,number of job-adopt iterations performed by the registry
cockroachdb,jobs.auto.create.stats.currently_paused,gauge,Number of auto_create_stats jobs currently considered Paused
cockroachdb,jobs.auto.create.stats.currently_running,gauge,Number of auto_create_stats jobs currently running in Resume or OnFailOrCancel state
cockroachdb,jobs.auto.create.stats.resume_failed.count,count,Number of auto_create_stats jobs which failed with a non-retriable error
cockroachdb,jobs.auto_config_env_runner.currently_idle,gauge,Number of auto_config_env_runner jobs currently considered Idle and can be freely shut down
cockroachdb,jobs.auto_config_env_runner.currently_paused,gauge,Number of auto_config_env_runner jobs currently considered Paused
cockroachdb,jobs.auto_config_env_runner.currently_running,gauge,Number of auto_config_env_runner jobs currently running in Resume or OnFailOrCancel state
cockroachdb,jobs.auto_config_env_runner.expired_pts_records.count,count,Number of expired protected timestamp records owned by auto_config_env_runner jobs
cockroachdb,jobs.auto_config_env_runner.fail_or_cancel_completed.count,count,Number of auto_config_env_runner jobs which successfully completed their failure or cancelation process
cockroachdb,jobs.auto_config_env_runner.fail_or_cancel_failed.count,count,Number of auto_config_env_runner jobs which failed with a non-retriable error on their failure or cancelation process
cockroachdb,jobs.auto_config_env_runner.fail_or_cancel_retry_error.count,count,Number of auto_config_env_runner jobs which failed with a retriable error on their failure or cancelation process
cockroachdb,jobs.auto_config_env_runner.protected_age_sec,gauge,"The age of the oldest PTS record protected by auto_config_env_runner jobs
Shown as second"
cockroachdb,jobs.auto_config_env_runner.protected_record_count,gauge,Number of protected timestamp records held by auto_config_env_runner jobs
cockroachdb,jobs.auto_config_env_runner.resume_completed.count,count,Number of auto_config_env_runner jobs which successfully resumed to completion
cockroachdb,jobs.auto_config_env_runner.resume_failed.count,count,Number of auto_config_env_runner jobs which failed with a non-retriable error
cockroachdb,jobs.auto_config_env_runner.resume_retry_error.count,count,Number of auto_config_env_runner jobs which failed with a retriable error
cockroachdb,jobs.auto_config_runner.currently_idle,gauge,Number of auto_config_runner jobs currently considered Idle and can be freely shut down
cockroachdb,jobs.auto_config_runner.currently_paused,gauge,Number of auto_config_runner jobs currently considered Paused
cockroachdb,jobs.auto_config_runner.currently_running,gauge,Number of auto_config_runner jobs currently running in Resume or OnFailOrCancel state
cockroachdb,jobs.auto_config_runner.expired_pts_records.count,count,Number of expired protected timestamp records owned by auto_config_runner jobs
cockroachdb,jobs.auto_config_runner.fail_or_cancel_completed.count,count,Number of auto_config_runner jobs which successfully completed their failure or cancelation process
cockroachdb,jobs.auto_config_runner.fail_or_cancel_failed.count,count,Number of auto_config_runner jobs which failed with a non-retriable error on their failure or cancelation process
cockroachdb,jobs.auto_config_runner.fail_or_cancel_retry_error.count,count,Number of auto_config_runner jobs which failed with a retriable error on their failure or cancelation process
cockroachdb,jobs.auto_config_runner.protected_age_sec,gauge,"The age of the oldest PTS record protected by auto_config_runner jobs
Shown as second"
cockroachdb,jobs.auto_config_runner.protected_record_count,gauge,Number of protected timestamp records held by auto_config_runner jobs
cockroachdb,jobs.auto_config_runner.resume_completed.count,count,Number of auto_config_runner jobs which successfully resumed to completion
cockroachdb,jobs.auto_config_runner.resume_failed.count,count,Number of auto_config_runner jobs which failed with a non-retriable error
cockroachdb,jobs.auto_config_runner.resume_retry_error.count,count,Number of auto_config_runner jobs which failed with a retriable error
cockroachdb,jobs.auto_config_task.currently_idle,gauge,Number of auto_config_task jobs currently considered Idle and can be freely shut down
cockroachdb,jobs.auto_config_task.currently_paused,gauge,Number of auto_config_task jobs currently considered Paused
cockroachdb,jobs.auto_config_task.currently_running,gauge,Number of auto_config_task jobs currently running in Resume or OnFailOrCancel state
cockroachdb,jobs.auto_config_task.expired_pts_records.count,count,Number of expired protected timestamp records owned by auto_config_task jobs
cockroachdb,jobs.auto_config_task.fail_or_cancel_completed.count,count,Number of auto_config_task jobs which successfully completed their failure or cancelation process
cockroachdb,jobs.auto_config_task.fail_or_cancel_failed.count,count,Number of auto_config_task jobs which failed with a non-retriable error on their failure or cancelation process
cockroachdb,jobs.auto_config_task.fail_or_cancel_retry_error.count,count,Number of auto_config_task jobs which failed with a retriable error on their failure or cancelation process
cockroachdb,jobs.auto_config_task.protected_age_sec,gauge,"The age of the oldest PTS record protected by auto_config_task jobs
Shown as second"
cockroachdb,jobs.auto_config_task.protected_record_count,gauge,Number of protected timestamp records held by auto_config_task jobs
cockroachdb,jobs.auto_config_task.resume_completed.count,count,Number of auto_config_task jobs which successfully resumed to completion
cockroachdb,jobs.auto_config_task.resume_failed.count,count,Number of auto_config_task jobs which failed with a non-retriable error
cockroachdb,jobs.auto_config_task.resume_retry_error.count,count,Number of auto_config_task jobs which failed with a retriable error
cockroachdb,jobs.auto_create_stats.currently_idle,gauge,Number of auto_create_stats jobs currently considered Idle and can be freely shut down
cockroachdb,jobs.auto_create_stats.currently_paused,gauge,Number of auto_create_stats jobs currently considered Paused
cockroachdb,jobs.auto_create_stats.currently_running,gauge,Number of auto_create_stats jobs currently running in Resume or OnFailOrCancel state
cockroachdb,jobs.auto_create_stats.expired_pts_records.count,count,Number of expired protected timestamp records owned by auto_create_stats jobs
cockroachdb,jobs.auto_create_stats.fail_or_cancel_completed.count,count,Number of auto_create_stats jobs which successfully completed their failure or cancelation process
cockroachdb,jobs.auto_create_stats.fail_or_cancel_failed.count,count,Number of auto_create_stats jobs which failed with a non-retriable error on their failure or cancelation process
cockroachdb,jobs.auto_create_stats.fail_or_cancel_retry_error.count,count,Number of auto_create_stats jobs which failed with a retriable error on their failure or cancelation process
cockroachdb,jobs.auto_create_stats.protected_age_sec,gauge,"The age of the oldest PTS record protected by auto_create_stats jobs
Shown as second"
cockroachdb,jobs.auto_create_stats.protected_record_count,gauge,Number of protected timestamp records held by auto_create_stats jobs
cockroachdb,jobs.auto_create_stats.resume_completed.count,count,Number of auto_create_stats jobs which successfully resumed to completion
cockroachdb,jobs.auto_create_stats.resume_failed.count,count,Number of auto_create_stats jobs which failed with a non-retriable error
cockroachdb,jobs.auto_create_stats.resume_retry_error.count,count,Number of auto_create_stats jobs which failed with a retriable error
cockroachdb,jobs.auto_schema_telemetry.currently_idle,gauge,Number of auto_schema_telemetry jobs currently considered Idle and can be freely shut down
cockroachdb,jobs.auto_schema_telemetry.currently_paused,gauge,Number of auto_schema_telemetry jobs currently considered Paused
cockroachdb,jobs.auto_schema_telemetry.currently_running,gauge,Number of auto_schema_telemetry jobs currently running in Resume or OnFailOrCancel state
cockroachdb,jobs.auto_schema_telemetry.expired_pts_records.count,count,Number of expired protected timestamp records owned by auto_schema_telemetry jobs
cockroachdb,jobs.auto_schema_telemetry.fail_or_cancel_completed.count,count,Number of auto_schema_telemetry jobs which successfully completed their failure or cancelation process
cockroachdb,jobs.auto_schema_telemetry.fail_or_cancel_failed.count,count,Number of auto_schema_telemetry jobs which failed with a non-retriable error on their failure or cancelation process
cockroachdb,jobs.auto_schema_telemetry.fail_or_cancel_retry_error.count,count,Number of auto_schema_telemetry jobs which failed with a retriable error on their failure or cancelation process
cockroachdb,jobs.auto_schema_telemetry.protected_age_sec,gauge,"The age of the oldest PTS record protected by auto_schema_telemetry jobs
Shown as second"
cockroachdb,jobs.auto_schema_telemetry.protected_record_count,gauge,Number of protected timestamp records held by auto_schema_telemetry jobs
cockroachdb,jobs.auto_schema_telemetry.resume_completed.count,count,Number of auto_schema_telemetry jobs which successfully resumed to completion
cockroachdb,jobs.auto_schema_telemetry.resume_failed.count,count,Number of auto_schema_telemetry jobs which failed with a non-retriable error
cockroachdb,jobs.auto_schema_telemetry.resume_retry_error.count,count,Number of auto_schema_telemetry jobs which failed with a retriable error
cockroachdb,jobs.auto_span_config_reconciliation.currently_idle,gauge,Number of auto_span_config_reconciliation jobs currently considered Idle and can be freely shut down
cockroachdb,jobs.auto_span_config_reconciliation.currently_paused,gauge,Number of auto_span_config_reconciliation jobs currently considered Paused
cockroachdb,jobs.auto_span_config_reconciliation.currently_running,gauge,Number of auto_span_config_reconciliation jobs currently running in Resume or OnFailOrCancel state
cockroachdb,jobs.auto_span_config_reconciliation.expired_pts_records.count,count,Number of expired protected timestamp records owned by auto_span_config_reconciliation jobs
cockroachdb,jobs.auto_span_config_reconciliation.fail_or_cancel_completed.count,count,Number of auto_span_config_reconciliation jobs which successfully completed their failure or cancelation process
cockroachdb,jobs.auto_span_config_reconciliation.fail_or_cancel_failed.count,count,Number of auto_span_config_reconciliation jobs which failed with a non-retriable error on their failure or cancelation process
cockroachdb,jobs.auto_span_config_reconciliation.fail_or_cancel_retry_error.count,count,Number of auto_span_config_reconciliation jobs which failed with a retriable error on their failure or cancelation process
cockroachdb,jobs.auto_span_config_reconciliation.protected_age_sec,gauge,"The age of the oldest PTS record protected by auto_span_config_reconciliation jobs
Shown as second"
cockroachdb,jobs.auto_span_config_reconciliation.protected_record_count,gauge,Number of protected timestamp records held by auto_span_config_reconciliation jobs
cockroachdb,jobs.auto_span_config_reconciliation.resume_completed.count,count,Number of auto_span_config_reconciliation jobs which successfully resumed to completion
cockroachdb,jobs.auto_span_config_reconciliation.resume_failed.count,count,Number of auto_span_config_reconciliation jobs which failed with a non-retriable error
cockroachdb,jobs.auto_span_config_reconciliation.resume_retry_error.count,count,Number of auto_span_config_reconciliation jobs which failed with a retriable error
cockroachdb,jobs.auto_sql_stats_compaction.currently_idle,gauge,Number of auto_sql_stats_compaction jobs currently considered Idle and can be freely shut down
cockroachdb,jobs.auto_sql_stats_compaction.currently_paused,gauge,Number of auto_sql_stats_compaction jobs currently considered Paused
cockroachdb,jobs.auto_sql_stats_compaction.currently_running,gauge,Number of auto_sql_stats_compaction jobs currently running in Resume or OnFailOrCancel state
cockroachdb,jobs.auto_sql_stats_compaction.expired_pts_records.count,count,Number of expired protected timestamp records owned by auto_sql_stats_compaction jobs
cockroachdb,jobs.auto_sql_stats_compaction.fail_or_cancel_completed.count,count,Number of auto_sql_stats_compaction jobs which successfully completed their failure or cancelation process
cockroachdb,jobs.auto_sql_stats_compaction.fail_or_cancel_failed.count,count,Number of auto_sql_stats_compaction jobs which failed with a non-retriable error on their failure or cancelation process
cockroachdb,jobs.auto_sql_stats_compaction.fail_or_cancel_retry_error.count,count,Number of auto_sql_stats_compaction jobs which failed with a retriable error on their failure or cancelation process
cockroachdb,jobs.auto_sql_stats_compaction.protected_age_sec,gauge,"The age of the oldest PTS record protected by auto_sql_stats_compaction jobs
Shown as second"
cockroachdb,jobs.auto_sql_stats_compaction.protected_record_count,gauge,Number of protected timestamp records held by auto_sql_stats_compaction jobs
cockroachdb,jobs.auto_sql_stats_compaction.resume_completed.count,count,Number of auto_sql_stats_compaction jobs which successfully resumed to completion
cockroachdb,jobs.auto_sql_stats_compaction.resume_failed.count,count,Number of auto_sql_stats_compaction jobs which failed with a non-retriable error
cockroachdb,jobs.auto_sql_stats_compaction.resume_retry_error.count,count,Number of auto_sql_stats_compaction jobs which failed with a retriable error
cockroachdb,jobs.auto_update_sql_activity.currently_idle,gauge,Number of auto_update_sql_activity jobs currently considered Idle and can be freely shut down
cockroachdb,jobs.auto_update_sql_activity.currently_paused,gauge,Number of auto_update_sql_activity jobs currently considered Paused
cockroachdb,jobs.auto_update_sql_activity.currently_running,gauge,Number of auto_update_sql_activity jobs currently running in Resume or OnFailOrCancel state
cockroachdb,jobs.auto_update_sql_activity.expired_pts_records.count,count,Number of expired protected timestamp records owned by auto_update_sql_activity jobs
cockroachdb,jobs.auto_update_sql_activity.fail_or_cancel_completed.count,count,Number of auto_update_sql_activity jobs which successfully completed their failure or cancelation process
cockroachdb,jobs.auto_update_sql_activity.fail_or_cancel_failed.count,count,Number of auto_update_sql_activity jobs which failed with a non-retriable error on their failure or cancelation process
cockroachdb,jobs.auto_update_sql_activity.fail_or_cancel_retry_error.count,count,Number of auto_update_sql_activity jobs which failed with a retriable error on their failure or cancelation process
cockroachdb,jobs.auto_update_sql_activity.protected_age_sec,gauge,"The age of the oldest PTS record protected by auto_update_sql_activity jobs
Shown as second"
cockroachdb,jobs.auto_update_sql_activity.protected_record_count,gauge,Number of protected timestamp records held by auto_update_sql_activity jobs
cockroachdb,jobs.auto_update_sql_activity.resume_completed.count,count,Number of auto_update_sql_activity jobs which successfully resumed to completion
cockroachdb,jobs.auto_update_sql_activity.resume_failed.count,count,Number of auto_update_sql_activity jobs which failed with a non-retriable error
cockroachdb,jobs.auto_update_sql_activity.resume_retry_error.count,count,Number of auto_update_sql_activity jobs which failed with a retriable error
cockroachdb,jobs.backup.currently_idle,gauge,"[OpenMetrics v1 & v2] Number of backup jobs currently considered Idle and can be freely shut down
Shown as job"
cockroachdb,jobs.backup.currently_paused,gauge,Number of backup jobs currently considered Paused
cockroachdb,jobs.backup.currently_running,gauge,"[OpenMetrics v1 & v2] Number of backup jobs currently running in Resume or OnFailOrCancel state
Shown as job"
cockroachdb,jobs.backup.expired_pts_records.count,count,Number of expired protected timestamp records owned by backup jobs
cockroachdb,jobs.backup.fail_or_cancel_completed.count,count,Number of backup jobs which successfully completed their failure or cancelation process
cockroachdb,jobs.backup.fail_or_cancel_failed,count,"[OpenMetrics v1] Number of backup jobs which failed with a non-retriable error on their failure or cancelation process
Shown as job"
cockroachdb,jobs.backup.fail_or_cancel_failed.count,count,"[OpenMetrics v2] Number of backup jobs which failed with a non-retriable error on their failure or cancelation process
Shown as job"
cockroachdb,jobs.backup.fail_or_cancel_retry_error,count,"[OpenMetrics v1] Number of backup jobs which failed with a retriable error on their failure or cancelation process
Shown as job"
cockroachdb,jobs.backup.fail_or_cancel_retry_error.count,count,"[OpenMetrics v2] Number of backup jobs which failed with a retriable error on their failure or cancelation process
Shown as job"
cockroachdb,jobs.backup.protected_age_sec,gauge,"The age of the oldest PTS record protected by backup jobs
Shown as second"
cockroachdb,jobs.backup.protected_record_count,gauge,Number of protected timestamp records held by backup jobs
cockroachdb,jobs.backup.resume_completed.count,count,Number of backup jobs which successfully resumed to completion
cockroachdb,jobs.backup.resume_failed,count,"[OpenMetrics v1] Number of backup jobs which failed with a non-retriable error
Shown as job"
cockroachdb,jobs.backup.resume_failed.count,count,"[OpenMetrics v2] Number of backup jobs which failed with a non-retriable error
Shown as job"
cockroachdb,jobs.backup.resume_retry_error,count,"[OpenMetrics v1] Number of backup jobs which failed with a retriable error
Shown as job"
cockroachdb,jobs.backup.resume_retry_error.count,count,"[OpenMetrics v2] Number of backup jobs which failed with a retriable error
Shown as job"
cockroachdb,jobs.changefeed.currently_idle,gauge,Number of changefeed jobs currently considered Idle and can be freely shut down
cockroachdb,jobs.changefeed.currently_paused,gauge,Number of changefeed jobs currently considered Paused
cockroachdb,jobs.changefeed.currently_running,gauge,Number of changefeed jobs currently running in Resume or OnFailOrCancel state
cockroachdb,jobs.changefeed.expired_pts_records.count,count,Number of expired protected timestamp records owned by changefeed jobs
cockroachdb,jobs.changefeed.fail_or_cancel_completed.count,count,Number of changefeed jobs which successfully completed their failure or cancelation process
cockroachdb,jobs.changefeed.fail_or_cancel_failed.count,count,Number of changefeed jobs which failed with a non-retriable error on their failure or cancelation process
cockroachdb,jobs.changefeed.fail_or_cancel_retry_error.count,count,Number of changefeed jobs which failed with a retriable error on their failure or cancelation process
cockroachdb,jobs.changefeed.protected_age_sec,gauge,"The age of the oldest PTS record protected by changefeed jobs
Shown as second"
cockroachdb,jobs.changefeed.protected_record_count,gauge,Number of protected timestamp records held by changefeed jobs
cockroachdb,jobs.changefeed.resume.retry.error,count,[OpenMetrics v1] Number of changefeed jobs which failed with a retriable error
cockroachdb,jobs.changefeed.resume.retry.error.count,count,[OpenMetrics v2] Number of changefeed jobs which failed with a retriable error
cockroachdb,jobs.changefeed.resume_completed.count,count,Number of changefeed jobs which successfully resumed to completion
cockroachdb,jobs.changefeed.resume_failed.count,count,Number of changefeed jobs which failed with a non-retriable error
cockroachdb,jobs.changefeed.resume_retry_error.count,count,Number of changefeed jobs which failed with a retriable error
cockroachdb,jobs.claimed_jobs.count,count,number of jobs claimed in job-adopt iterations
cockroachdb,jobs.create.stats.currently_running,gauge,Number of create_stats jobs currently running in Resume or OnFailOrCancel state
cockroachdb,jobs.create_stats.currently_idle,gauge,Number of create_stats jobs currently considered Idle and can be freely shut down
cockroachdb,jobs.create_stats.currently_paused,gauge,Number of create_stats jobs currently considered Paused
cockroachdb,jobs.create_stats.currently_running,gauge,Number of create_stats jobs currently running in Resume or OnFailOrCancel state
cockroachdb,jobs.create_stats.expired_pts_records.count,count,Number of expired protected timestamp records owned by create_stats jobs
cockroachdb,jobs.create_stats.fail_or_cancel_completed.count,count,Number of create_stats jobs which successfully completed their failure or cancelation process
cockroachdb,jobs.create_stats.fail_or_cancel_failed.count,count,Number of create_stats jobs which failed with a non-retriable error on their failure or cancelation process
cockroachdb,jobs.create_stats.fail_or_cancel_retry_error.count,count,Number of create_stats jobs which failed with a retriable error on their failure or cancelation process
cockroachdb,jobs.create_stats.protected_age_sec,gauge,"The age of the oldest PTS record protected by create_stats jobs
Shown as second"
cockroachdb,jobs.create_stats.protected_record_count,gauge,Number of protected timestamp records held by create_stats jobs
cockroachdb,jobs.create_stats.resume_completed.count,count,Number of create_stats jobs which successfully resumed to completion
cockroachdb,jobs.create_stats.resume_failed.count,count,Number of create_stats jobs which failed with a non-retriable error
cockroachdb,jobs.create_stats.resume_retry_error.count,count,Number of create_stats jobs which failed with a retriable error
cockroachdb,jobs.import.currently_idle,gauge,Number of import jobs currently considered Idle and can be freely shut down
cockroachdb,jobs.import.currently_paused,gauge,Number of import jobs currently considered Paused
cockroachdb,jobs.import.currently_running,gauge,Number of import jobs currently running in Resume or OnFailOrCancel state
cockroachdb,jobs.import.expired_pts_records.count,count,Number of expired protected timestamp records owned by import jobs
cockroachdb,jobs.import.fail_or_cancel_completed.count,count,Number of import jobs which successfully completed their failure or cancelation process
cockroachdb,jobs.import.fail_or_cancel_failed.count,count,Number of import jobs which failed with a non-retriable error on their failure or cancelation process
cockroachdb,jobs.import.fail_or_cancel_retry_error.count,count,Number of import jobs which failed with a retriable error on their failure or cancelation process
cockroachdb,jobs.import.protected_age_sec,gauge,"The age of the oldest PTS record protected by import jobs
Shown as second"
cockroachdb,jobs.import.protected_record_count,gauge,Number of protected timestamp records held by import jobs
cockroachdb,jobs.import.resume_completed.count,count,Number of import jobs which successfully resumed to completion
cockroachdb,jobs.import.resume_failed.count,count,Number of import jobs which failed with a non-retriable error
cockroachdb,jobs.import.resume_retry_error.count,count,Number of import jobs which failed with a retriable error
cockroachdb,jobs.key_visualizer.currently_idle,gauge,Number of key_visualizer jobs currently considered Idle and can be freely shut down
cockroachdb,jobs.key_visualizer.currently_paused,gauge,Number of key_visualizer jobs currently considered Paused
cockroachdb,jobs.key_visualizer.currently_running,gauge,Number of key_visualizer jobs currently running in Resume or OnFailOrCancel state
cockroachdb,jobs.key_visualizer.expired_pts_records.count,count,Number of expired protected timestamp records owned by key_visualizer jobs
cockroachdb,jobs.key_visualizer.fail_or_cancel_completed.count,count,Number of key_visualizer jobs which successfully completed their failure or cancelation process
cockroachdb,jobs.key_visualizer.fail_or_cancel_failed.count,count,Number of key_visualizer jobs which failed with a non-retriable error on their failure or cancelation process
cockroachdb,jobs.key_visualizer.fail_or_cancel_retry_error.count,count,Number of key_visualizer jobs which failed with a retriable error on their failure or cancelation process
cockroachdb,jobs.key_visualizer.protected_age_sec,gauge,"The age of the oldest PTS record protected by key_visualizer jobs
Shown as second"
cockroachdb,jobs.key_visualizer.protected_record_count,gauge,Number of protected timestamp records held by key_visualizer jobs
cockroachdb,jobs.key_visualizer.resume_completed.count,count,Number of key_visualizer jobs which successfully resumed to completion
cockroachdb,jobs.key_visualizer.resume_failed.count,count,Number of key_visualizer jobs which failed with a non-retriable error
cockroachdb,jobs.key_visualizer.resume_retry_error.count,count,Number of key_visualizer jobs which failed with a retriable error
cockroachdb,jobs.metrics.task_failed.count,count,Number of metrics sql activity updater tasks that failed
cockroachdb,jobs.migration.currently_idle,gauge,Number of migration jobs currently considered Idle and can be freely shut down
cockroachdb,jobs.migration.currently_paused,gauge,Number of migration jobs currently considered Paused
cockroachdb,jobs.migration.currently_running,gauge,Number of migration jobs currently running in Resume or OnFailOrCancel state
cockroachdb,jobs.migration.expired_pts_records.count,count,Number of expired protected timestamp records owned by migration jobs
cockroachdb,jobs.migration.fail_or_cancel_completed.count,count,Number of migration jobs which successfully completed their failure or cancelation process
cockroachdb,jobs.migration.fail_or_cancel_failed.count,count,Number of migration jobs which failed with a non-retriable error on their failure or cancelation process
cockroachdb,jobs.migration.fail_or_cancel_retry_error.count,count,Number of migration jobs which failed with a retriable error on their failure or cancelation process
cockroachdb,jobs.migration.protected_age_sec,gauge,"The age of the oldest PTS record protected by migration jobs
Shown as second"
cockroachdb,jobs.migration.protected_record_count,gauge,Number of protected timestamp records held by migration jobs
cockroachdb,jobs.migration.resume_completed.count,count,Number of migration jobs which successfully resumed to completion
cockroachdb,jobs.migration.resume_failed.count,count,Number of migration jobs which failed with a non-retriable error
cockroachdb,jobs.migration.resume_retry_error.count,count,Number of migration jobs which failed with a retriable error
cockroachdb,jobs.mvcc_statistics_update.currently_idle,gauge,Number of mvcc_statistics_update jobs currently considered Idle and can be freely shut down
cockroachdb,jobs.mvcc_statistics_update.currently_paused,gauge,Number of mvcc_statistics_update jobs currently considered Paused
cockroachdb,jobs.mvcc_statistics_update.currently_running,gauge,Number of mvcc_statistics_update jobs currently running in Resume or OnFailOrCancel state
cockroachdb,jobs.mvcc_statistics_update.expired_pts_records.count,count,Number of expired protected timestamp records owned by mvcc_statistics_update jobs
cockroachdb,jobs.mvcc_statistics_update.fail_or_cancel_completed.count,count,Number of mvcc_statistics_update jobs which successfully completed their failure or cancelation process
cockroachdb,jobs.mvcc_statistics_update.fail_or_cancel_failed.count,count,Number of mvcc_statistics_update jobs which failed with a non-retriable error on their failure or cancelation process
cockroachdb,jobs.mvcc_statistics_update.fail_or_cancel_retry_error.count,count,Number of mvcc_statistics_update jobs which failed with a retriable error on their failure or cancelation process
cockroachdb,jobs.mvcc_statistics_update.protected_age_sec,gauge,"The age of the oldest PTS record protected by mvcc_statistics_update jobs
Shown as second"
cockroachdb,jobs.mvcc_statistics_update.protected_record_count,gauge,Number of protected timestamp records held by mvcc_statistics_update jobs
cockroachdb,jobs.mvcc_statistics_update.resume_completed.count,count,Number of mvcc_statistics_update jobs which successfully resumed to completion
cockroachdb,jobs.mvcc_statistics_update.resume_failed.count,count,Number of mvcc_statistics_update jobs which failed with a non-retriable error
cockroachdb,jobs.mvcc_statistics_update.resume_retry_error.count,count,Number of mvcc_statistics_update jobs which failed with a retriable error
cockroachdb,jobs.new_schema_change.currently_idle,gauge,Number of new_schema_change jobs currently considered Idle and can be freely shut down
cockroachdb,jobs.new_schema_change.currently_paused,gauge,Number of new_schema_change jobs currently considered Paused
cockroachdb,jobs.new_schema_change.currently_running,gauge,Number of new_schema_change jobs currently running in Resume or OnFailOrCancel state
cockroachdb,jobs.new_schema_change.expired_pts_records.count,count,Number of expired protected timestamp records owned by new_schema_change jobs
cockroachdb,jobs.new_schema_change.fail_or_cancel_completed.count,count,Number of new_schema_change jobs which successfully completed their failure or cancelation process
cockroachdb,jobs.new_schema_change.fail_or_cancel_failed.count,count,Number of new_schema_change jobs which failed with a non-retriable error on their failure or cancelation process
cockroachdb,jobs.new_schema_change.fail_or_cancel_retry_error.count,count,Number of new_schema_change jobs which failed with a retriable error on their failure or cancelation process
